img_list,annotator_id
Bhutan_I0.png,4
Bhutan_I1.png,4
Bhutan_I10.png,4
Bhutan_I100.png,4
Bhutan_I101.png,4
Bhutan_I102.png,4
Bhutan_I11.png,4
Bhutan_I12.png,4
Bhutan_I13.png,4
Bhutan_I14.png,4
Bhutan_I15.png,4
Bhutan_I16.png,4
Bhutan_I17.png,4
Bhutan_I18.png,4
Bhutan_I19.png,4
Bhutan_I2.png,4
Bhutan_I20.png,4
Bhutan_I21.png,4
Bhutan_I22.png,4
Bhutan_I23.png,4
Bhutan_I24.png,4
Bhutan_I25.png,4
Bhutan_I26.png,4
Bhutan_I27.png,4
Bhutan_I28.png,4
Bhutan_I29.png,4
Bhutan_I3.png,4
Bhutan_I30.png,4
Bhutan_I31.png,4
Bhutan_I32.png,4
Bhutan_I33.png,4
Bhutan_I34.png,4
Bhutan_I35.png,4
Bhutan_I36.png,4
Bhutan_I37.png,4
Bhutan_I38.png,4
Bhutan_I39.png,4
Bhutan_I4.png,4
Bhutan_I40.png,4
Bhutan_I41.png,4
Bhutan_I42.png,4
Bhutan_I43.png,4
Bhutan_I44.png,4
Bhutan_I45.png,4
Bhutan_I46.png,4
Bhutan_I47.png,4
Bhutan_I48.png,4
Bhutan_I49.png,4
Bhutan_I5.png,4
Bhutan_I50.png,4
Bhutan_I51.png,4
Bhutan_I52.png,4
Bhutan_I53.png,4
Bhutan_I54.png,4
Bhutan_I55.png,4
Bhutan_I56.png,4
Bhutan_I57.png,4
Bhutan_I58.png,4
Bhutan_I59.png,4
Bhutan_I6.png,4
Bhutan_I60.png,4
Bhutan_I61.png,4
Bhutan_I62.png,4
Bhutan_I63.png,4
Bhutan_I64.png,4
Bhutan_I65.png,4
Bhutan_I66.png,4
Bhutan_I67.png,4
Bhutan_I68.png,4
Bhutan_I69.png,4
Bhutan_I7.png,4
Bhutan_I70.png,4
Bhutan_I71.png,4
Bhutan_I72.png,4
Bhutan_I73.png,4
Bhutan_I74.png,4
Bhutan_I75.png,4
Bhutan_I76.png,4
Bhutan_I77.png,4
Bhutan_I78.png,4
Bhutan_I79.png,4
Bhutan_I8.png,4
Bhutan_I80.png,4
Bhutan_I81.png,4
Bhutan_I82.png,4
Bhutan_I83.png,4
Bhutan_I84.png,4
Bhutan_I85.png,4
Bhutan_I86.png,4
Bhutan_I87.png,4
Bhutan_I88.png,4
Bhutan_I89.png,4
Bhutan_I9.png,4
Bhutan_I90.png,4
Bhutan_I91.png,4
Bhutan_I92.png,4
Bhutan_I93.png,4
Bhutan_I94.png,4
Bhutan_I95.png,4
Bhutan_I96.png,4
Bhutan_I97.png,4
Bhutan_I98.png,4
Bhutan_I99.png,4
Bihar_I0.png,4
Bihar_I1.png,4
Bihar_I10.png,4
Bihar_I100.png,4
Bihar_I101.png,4
Bihar_I102.png,4
Bihar_I103.png,4
Bihar_I104.png,4
Bihar_I105.png,4
Bihar_I106.png,4
Bihar_I107.png,4
Bihar_I108.png,4
Bihar_I109.png,4
Bihar_I11.png,4
Bihar_I110.png,4
Bihar_I111.png,4
Bihar_I112.png,4
Bihar_I113.png,4
Bihar_I114.png,4
Bihar_I115.png,4
Bihar_I116.png,4
Bihar_I117.png,4
Bihar_I118.png,4
Bihar_I119.png,4
Bihar_I12.png,4
Bihar_I120.png,4
Bihar_I121.png,4
Bihar_I122.png,4
Bihar_I123.png,4
Bihar_I124.png,4
Bihar_I125.png,4
Bihar_I126.png,4
Bihar_I127.png,4
Bihar_I128.png,4
Bihar_I129.png,4
Bihar_I13.png,4
Bihar_I130.png,4
Bihar_I131.png,4
Bihar_I132.png,4
Bihar_I133.png,4
Bihar_I134.png,4
Bihar_I135.png,4
Bihar_I136.png,4
Bihar_I137.png,4
Bihar_I138.png,4
Bihar_I139.png,4
Bihar_I14.png,4
Bihar_I140.png,4
Bihar_I141.png,4
Bihar_I142.png,4
Bihar_I143.png,4
Bihar_I144.png,4
Bihar_I145.png,4
Bihar_I146.png,4
Bihar_I147.png,4
Bihar_I148.png,4
Bihar_I149.png,4
Bihar_I15.png,4
Bihar_I150.png,4
Bihar_I151.png,4
Bihar_I152.png,4
Bihar_I153.png,4
Bihar_I154.png,4
Bihar_I155.png,4
Bihar_I156.png,4
Bihar_I157.png,4
Bihar_I158.png,4
Bihar_I159.png,4
Bihar_I16.png,4
Bihar_I160.png,4
Bihar_I161.png,4
Bihar_I162.png,4
Bihar_I163.png,4
Bihar_I164.png,4
Bihar_I165.png,4
Bihar_I166.png,4
Bihar_I167.png,4
Bihar_I168.png,4
Bihar_I169.png,4
Bihar_I17.png,4
Bihar_I170.png,4
Bihar_I171.png,4
Bihar_I172.png,4
Bihar_I173.png,4
Bihar_I174.png,4
Bihar_I175.png,4
Bihar_I176.png,4
Bihar_I177.png,4
Bihar_I178.png,4
Bihar_I179.png,4
Bihar_I18.png,4
Bihar_I180.png,4
Bihar_I181.png,4
Bihar_I182.png,4
Bihar_I183.png,4
Bihar_I184.png,4
Bihar_I185.png,4
Bihar_I186.png,-1
Bihar_I187.png,-1
Bihar_I188.png,-1
Bihar_I189.png,-1
Bihar_I19.png,-1
Bihar_I190.png,-1
Bihar_I191.png,-1
Bihar_I192.png,-1
Bihar_I193.png,-1
Bihar_I194.png,-1
Bihar_I195.png,-1
Bihar_I196.png,-1
Bihar_I197.png,-1
Bihar_I198.png,-1
Bihar_I199.png,-1
Bihar_I2.png,-1
Bihar_I20.png,-1
Bihar_I200.png,-1
Bihar_I201.png,-1
Bihar_I202.png,-1
Bihar_I203.png,-1
Bihar_I204.png,-1
Bihar_I205.png,-1
Bihar_I206.png,-1
Bihar_I207.png,-1
Bihar_I208.png,-1
Bihar_I209.png,-1
Bihar_I21.png,-1
Bihar_I210.png,-1
Bihar_I211.png,-1
Bihar_I212.png,-1
Bihar_I213.png,-1
Bihar_I214.png,-1
Bihar_I215.png,-1
Bihar_I216.png,-1
Bihar_I217.png,-1
Bihar_I218.png,-1
Bihar_I219.png,-1
Bihar_I22.png,-1
Bihar_I220.png,-1
Bihar_I221.png,-1
Bihar_I222.png,-1
Bihar_I223.png,-1
Bihar_I224.png,-1
Bihar_I225.png,-1
Bihar_I226.png,-1
Bihar_I227.png,-1
Bihar_I228.png,-1
Bihar_I229.png,-1
Bihar_I23.png,-1
Bihar_I230.png,-1
Bihar_I231.png,-1
Bihar_I232.png,-1
Bihar_I233.png,-1
Bihar_I234.png,-1
Bihar_I235.png,-1
Bihar_I236.png,-1
Bihar_I237.png,-1
Bihar_I238.png,-1
Bihar_I239.png,-1
Bihar_I24.png,-1
Bihar_I240.png,-1
Bihar_I241.png,-1
Bihar_I242.png,-1
Bihar_I243.png,-1
Bihar_I244.png,-1
Bihar_I245.png,-1
Bihar_I246.png,-1
Bihar_I247.png,-1
Bihar_I248.png,-1
Bihar_I249.png,-1
Bihar_I25.png,-1
Bihar_I250.png,-1
Bihar_I251.png,-1
Bihar_I252.png,-1
Bihar_I253.png,-1
Bihar_I254.png,-1
Bihar_I255.png,-1
Bihar_I256.png,-1
Bihar_I257.png,-1
Bihar_I258.png,-1
Bihar_I259.png,-1
Bihar_I26.png,-1
Bihar_I260.png,-1
Bihar_I261.png,-1
Bihar_I262.png,-1
Bihar_I263.png,-1
Bihar_I264.png,-1
Bihar_I265.png,-1
Bihar_I266.png,-1
Bihar_I267.png,-1
Bihar_I268.png,-1
Bihar_I269.png,-1
Bihar_I27.png,-1
Bihar_I270.png,-1
Bihar_I271.png,-1
Bihar_I272.png,-1
Bihar_I273.png,-1
Bihar_I274.png,-1
Bihar_I275.png,-1
Bihar_I276.png,-1
Bihar_I277.png,-1
Bihar_I278.png,-1
Bihar_I279.png,-1
Bihar_I28.png,-1
Bihar_I280.png,-1
Bihar_I281.png,-1
Bihar_I282.png,-1
Bihar_I283.png,-1
Bihar_I284.png,-1
Bihar_I285.png,-1
Bihar_I286.png,-1
Bihar_I287.png,-1
Bihar_I288.png,-1
Bihar_I289.png,-1
Bihar_I29.png,-1
Bihar_I290.png,-1
Bihar_I291.png,-1
Bihar_I292.png,-1
Bihar_I293.png,-1
Bihar_I294.png,-1
Bihar_I295.png,-1
Bihar_I296.png,-1
Bihar_I297.png,-1
Bihar_I298.png,-1
Bihar_I299.png,-1
Bihar_I3.png,-1
Bihar_I30.png,-1
Bihar_I300.png,-1
Bihar_I301.png,-1
Bihar_I302.png,-1
Bihar_I303.png,-1
Bihar_I304.png,-1
Bihar_I305.png,-1
Bihar_I306.png,-1
Bihar_I307.png,-1
Bihar_I308.png,-1
Bihar_I309.png,-1
Bihar_I31.png,-1
Bihar_I310.png,-1
Bihar_I311.png,-1
Bihar_I312.png,-1
Bihar_I313.png,-1
Bihar_I314.png,-1
Bihar_I315.png,-1
Bihar_I316.png,-1
Bihar_I317.png,-1
Bihar_I318.png,-1
Bihar_I319.png,-1
Bihar_I32.png,-1
Bihar_I320.png,-1
Bihar_I321.png,-1
Bihar_I322.png,-1
Bihar_I323.png,-1
Bihar_I324.png,-1
Bihar_I325.png,-1
Bihar_I326.png,-1
Bihar_I327.png,-1
Bihar_I328.png,-1
Bihar_I329.png,-1
Bihar_I33.png,-1
Bihar_I330.png,-1
Bihar_I331.png,-1
Bihar_I332.png,-1
Bihar_I333.png,-1
Bihar_I334.png,-1
Bihar_I335.png,-1
Bihar_I336.png,-1
Bihar_I337.png,-1
Bihar_I338.png,-1
